Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12;LPRC13;LPRC14;
2004 49 1;895;25044920498;13;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;896;25044920472;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;897;25044940573;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;898;25044910260;11;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;899;25044950201;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;900;25044940621;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;901;25044940207;13;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;902;25044911326;13;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;903;25044910932;13;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;
2004 49 1;904;25044920166;11;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;905;25044950251;13;1;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;906;25044940527;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;907;25044920130;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;908;25044950209;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;909;25044911086;13;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;
2004 49 1;910;25044920101;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;911;25044920445;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;912;25044940340;11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;
2004 49 1;913;25044910126;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;914;25044950210;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;915;25044920380;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;916;25044910123;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;917;25044950206;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;918;25044940529;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;919;25044950200;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;920;25044840137;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;
2004 49 1;921;25044940550;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;922;25045010523;13;0;0;1;0;0;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;
2004 49 1;923;25044911052;13;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;924;25044910340;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;925;25044911083;13;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;926;25044940476;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;927;25044950440;13;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;928;25044910277;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;929;25044940538;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;930;25044950621;13;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;931;25045010151;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;932;25044950266;17;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;933;25044920030;17;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;934;25044940624;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;935;25044911017;13;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;
2004 49 1;936;25044920139;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;937;25044940543;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;938;25044950273;13;1;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;939;25044920062;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;940;25044940561;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;941;25044910570;11;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;942;25044920112;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;943;25044940672;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;944;25044911057;13;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;945;25044920127;13;1;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;946;25044950199;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;947;25044920383;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;948;25044920249;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;949;25044911316;11;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;950;25044940489;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;951;25044920105;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;952;25044911430;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;953;25045020223;11;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;954;25044920180;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;955;25044911039;13;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;
2004 49 1;956;25044940615;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;957;25044920134;11;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;958;25044940256;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;959;25044920135;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;960;25044950248;13;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;961;25044940674;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;962;25044920107;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;963;25044920381;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;964;25044950219;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;965;25044920133;11;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;966;25044940651;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;967;25044920589;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;968;25044720139;13;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;
2004 49 1;969;25044911138;13;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;970;25044950217;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;971;25044850514;13;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;972;25044920385;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;973;25044940709;11;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;974;25044920122;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;975;25044940242;13;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;976;25044920350;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;977;25044920096;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;978;25045010331;13;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;
2004 49 1;979;25044940478;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;980;25044950388;13;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;981;25044920108;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;982;25044920490;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;983;25044911426;11;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 49 1;984;25044920209;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;985;25044940677;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;986;25044940473;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;987;25044920123;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;988;25044940669;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;989;25044920384;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;990;25044910800;9;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;
2004 49 1;991;25044950216;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;992;25044940492;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;993;25044920120;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;994;25044910605;13;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;995;25044850311;13;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;
2004 49 1;996;25044920061;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
